sale_id,date,organization_id,product_id,location_id,quantity_sold,unit,unit_price,promotion_flag
40adf0b0-286e-4a73-b1c6-d1ee0fc5c547,2025-09-08,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,103.0,False
bafb5da4-3205-4e38-b1f5-5d5816d16b90,2025-09-09,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,121.46,False
656acf95-097c-46e4-9c5e-11472e805883,2025-09-10,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,127.69,False
62b66d0f-1b56-4077-949c-3263ba12d92b,2025-09-11,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,7.0,kg,108.88,False
43b4270f-a983-4cbe-9e3e-b921e77d9330,2025-09-12,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,112.21,True
03979e8d-b492-4ac0-9a6b-2e8e6c9e3673,2025-09-13,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,8.0,kg,99.95,True
0408ac76-fd43-49d5-b4b3-73d5181e2e46,2025-09-14,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,9.0,kg,113.8,False
872db19d-fd81-472c-be48-331e7fcc4ad6,2025-09-15,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,115.57,False
743f5e40-135c-4cd4-ae5c-b67e6c6af342,2025-09-16,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,124.23,False
3802319c-397b-4452-98e1-fdb6ef0d6e91,2025-09-17,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,105.61,False
bf6210db-05f2-4c27-9367-ff37b64c00ec,2025-09-18,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,130.29,False
5113f966-0b48-4f0c-a007-e681242b66f4,2025-09-19,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,95.71,False
dd862a12-85bd-4294-8dc6-9a53aa79886b,2025-09-20,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,7.0,kg,116.15,False
28017c84-5b07-45db-9b67-768a53fa8f41,2025-09-21,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,121.19,False
7854a2e1-758a-4594-9d07-86a666441b91,2025-09-22,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,4.0,kg,130.92,False
2f39e31a-438b-4e6e-bf78-dd60e3a5308d,2025-09-23,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,114.08,False
dbdce63e-ac0b-473c-8955-f4540695145c,2025-09-24,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,116.74,False
d952f94f-e366-40a9-96ec-45bafb97003e,2025-09-25,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,115.09,False
21fe8f42-772e-4147-bf7d-c32f7143a21f,2025-09-26,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,93.83,False
491379a7-1ab8-4fba-9868-9108eec3a05b,2025-09-27,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,103.58,False
7a6a47ae-bb0a-4c0b-a47a-6a6a534f8a19,2025-09-28,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,10.0,kg,96.04,True
3c31e332-f2ad-4fff-8151-aa9af61671a3,2025-09-29,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,117.43,False
2d838c77-3d51-43a7-8c52-9309073feb7c,2025-09-30,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,106.81,False
3e2cbe47-85ed-4497-a42a-889854723715,2025-10-01,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,4.0,kg,102.68,False
20c7acad-e491-4dc7-a8b7-809285da0912,2025-10-02,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,117.92,False
fd054247-9f33-4e4d-9236-c7cd5937a18c,2025-10-03,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,121.17,False
5b65cc5e-b3ac-44a0-8ec7-35121568e0fb,2025-10-04,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,107.18,False
ce8e1fc8-707d-480d-962e-2472aab48799,2025-10-05,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,7.0,kg,117.6,False
70ae3043-541f-4118-af81-55324434890f,2025-10-06,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,119.38,False
219f46a7-5df3-4061-8009-5c4227ac169c,2025-10-07,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,123.04,False
06580546-6684-4b4f-a9ff-ea66ce05877e,2025-10-08,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,104.62,False
c47b2610-45c0-46e6-80c7-1481c7616d67,2025-10-09,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,7.0,kg,100.44,False
7cdbc61e-891b-46e6-87ab-88668d424406,2025-10-10,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,127.05,False
37e92322-c7be-405b-956f-06cc6cfd7df8,2025-10-11,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,118.22,False
c057a39e-01ab-49f9-b2cb-50cb3c217cda,2025-10-12,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,8.0,kg,110.35,False
0b3abbf5-ba3b-4736-a6a5-da3d6fc6326a,2025-10-13,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,4.0,kg,101.87,False
0a0d2ba7-242a-4820-9cb6-9ea000a9652e,2025-10-14,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,102.51,False
5d45881a-b2c1-4ee5-a461-10f848dea3ff,2025-10-15,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,4.0,kg,127.91,False
b8f2b280-f553-442c-80c9-70f0f67728ce,2025-10-16,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,4.0,kg,100.77,False
02b02129-669b-4d6e-bb9b-80a760617031,2025-10-17,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,6.0,kg,112.38,False
a9e3d498-8dde-4faf-a1fc-f4e84f02700b,2025-10-18,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,8.0,kg,93.88,False
585e04c0-9cf8-40a7-bbcc-61f78975d03d,2025-10-19,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,7.0,kg,117.1,False
801fe499-7db9-4c98-a291-7a8947334ef8,2025-10-20,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,94.54,False
9894e965-8577-4fc3-9014-7947f306f965,2025-10-21,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,131.84,False
09504d10-93b1-4d59-900d-48e6370441c4,2025-10-22,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,4.0,kg,130.84,False
9fd750d8-5f3e-43e7-91ec-6f9a72a12058,2025-10-23,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,92.46,False
6881edba-3596-4b2a-aecc-7c23c4dbfd4b,2025-10-24,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,5.0,kg,119.27,False
62868672-f530-4774-b015-05a5ec00a17b,2025-10-25,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,8.0,kg,102.67,False
a6949283-021b-4a2f-b3c0-5ab3fc0c7e90,2025-10-26,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,7.0,kg,109.39,False
7b8f07fe-32fe-4a82-a0fe-7cfe1af6e55a,2025-10-27,4303b39e-474b-4805-8d74-0ef96edd0b2f,f2c23359-e6fb-4d50-ba94-d24146bd6e00,f6c42a41-eae5-4023-8f36-18ff8fc5c68f,4.0,kg,130.15,False
